case_id,resource,role,activity,FixedCost,ResourceCost,start_time,end_time,enabled_time
177,Loan Officer-000001,Loan Officer,Assess loan risk,0,0.0,2023-02-24T09:08:49.399,2023-02-24T09:28:49.399,2023-02-24T09:08:49.399
175,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-02-24T09:19:00.699,2023-02-24T09:31:40.672,2023-02-24T09:19:00.699
177,Loan Officer-000003,Loan Officer,Design loan offer,0,0.0,2023-02-24T09:28:49.399,2023-02-24T09:33:28.453,2023-02-24T09:28:49.399
172,Clerk-000007,Clerk,Approve application,0,0.08,2023-02-24T09:29:38.013,2023-02-24T09:34:38.013,2023-02-24T09:29:38.013
177,Senior Officer-000001,Senior Officer,Approve loan offer,0,0.0,2023-02-24T09:33:28.453,2023-02-24T09:53:28.453,2023-02-24T09:33:28.453
175,Loan Officer-000004,Loan Officer,Assess loan risk,0,0.0,2023-02-24T09:34:04.842,2023-02-24T09:54:04.842,2023-02-24T09:34:04.842
175,Loan Officer-000001,Loan Officer,Design loan offer,0,0.0,2023-02-24T09:54:04.842,2023-02-24T09:54:39.635,2023-02-24T09:54:04.842
176,Loan Officer-000002,Loan Officer,Assess loan risk,0,0.0,2023-02-24T09:44:27.855,2023-02-24T10:04:27.855,2023-02-24T09:44:27.855
175,Senior Officer-000002,Senior Officer,Approve loan offer,0,0.0,2023-02-24T09:54:39.635,2023-02-24T10:14:39.635,2023-02-24T09:54:39.635
180,Clerk-000006,Clerk,Check application form completeness,0,0.4,2023-02-24T10:00:00.000,2023-02-24T10:23:52.230,2023-02-24T10:00:00.000
181,Clerk-000003,Clerk,Check application form completeness,0,0.02,2023-02-24T10:30:00.000,2023-02-24T10:30:58.076,2023-02-24T10:30:00.000
174,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-02-24T10:20:22.315,2023-02-24T10:40:22.315,2023-02-24T10:20:22.315
174,Loan Officer-000004,Loan Officer,Design loan offer,0,0.0,2023-02-24T10:40:22.315,2023-02-24T10:42:11.926,2023-02-24T10:40:22.315
179,Clerk-000005,Clerk,Check application form completeness,0,1.4,2023-02-24T09:30:00.000,2023-02-24T10:54:13.105,2023-02-24T09:30:00.000
177,Clerk-000007,Clerk,Cancel application,0,0.08,2023-02-24T10:53:28.453,2023-02-24T10:58:28.453,2023-02-24T10:53:28.453
174,Senior Officer-000001,Senior Officer,Approve loan offer,0,0.0,2023-02-24T10:42:11.926,2023-02-24T11:02:11.926,2023-02-24T10:42:11.926
178,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-24T09:23:19.561,2023-02-24T11:02:33.683,2023-02-24T09:23:19.561
179,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-24T11:02:33.683,2023-02-24T11:04:12.162,2023-02-24T10:54:13.105
181,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-24T11:04:12.162,2023-02-24T11:09:34.691,2023-02-24T10:30:58.076
182,Clerk-000001,Clerk,Check application form completeness,0,0.18,2023-02-24T11:00:00.000,2023-02-24T11:10:56.412,2023-02-24T11:00:00.000
176,Clerk-000006,Clerk,Reject application,0,0.17,2023-02-24T11:04:27.855,2023-02-24T11:14:27.855,2023-02-24T11:04:27.855
180,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-02-24T10:23:52.230,2023-02-24T11:17:13.807,2023-02-24T10:23:52.230
175,Clerk-000002,Clerk,Cancel application,0,0.08,2023-02-24T11:14:39.635,2023-02-24T11:19:39.635,2023-02-24T11:14:39.635
178,Loan Officer-000001,Loan Officer,Assess loan risk,0,0.0,2023-02-24T11:02:33.683,2023-02-24T11:22:33.683,2023-02-24T11:02:33.683
182,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-24T11:10:56.412,2023-02-24T11:23:24.212,2023-02-24T11:10:56.412
178,Loan Officer-000001,Loan Officer,Design loan offer,0,0.0,2023-02-24T11:22:33.683,2023-02-24T11:25:49.198,2023-02-24T11:22:33.683
181,Loan Officer-000002,Loan Officer,Assess loan risk,0,0.0,2023-02-24T11:09:34.691,2023-02-24T11:29:34.691,2023-02-24T11:09:34.691
180,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-02-24T11:17:13.807,2023-02-24T11:37:13.807,2023-02-24T11:17:13.807
179,Loan Officer-000004,Loan Officer,Assess loan risk,0,0.0,2023-02-24T11:17:16.710,2023-02-24T11:37:16.710,2023-02-24T11:17:16.710
181,Loan Officer-000001,Loan Officer,Design loan offer,0,0.0,2023-02-24T11:29:34.691,2023-02-24T11:37:58.528,2023-02-24T11:29:34.691
179,Loan Officer-000002,Loan Officer,Design loan offer,0,0.0,2023-02-24T11:37:16.710,2023-02-24T11:44:21.956,2023-02-24T11:37:16.710
178,Senior Officer-000002,Senior Officer,Approve loan offer,0,0.0,2023-02-24T11:25:49.198,2023-02-24T11:45:49.198,2023-02-24T11:25:49.198
181,Senior Officer-000001,Senior Officer,Approve loan offer,0,0.0,2023-02-24T11:37:58.528,2023-02-24T11:57:58.528,2023-02-24T11:37:58.528
179,Senior Officer-000002,Senior Officer,Approve loan offer,0,0.0,2023-02-24T11:45:49.198,2023-02-24T12:05:49.198,2023-02-24T11:44:21.956
174,Clerk-000007,Clerk,Cancel application,0,0.08,2023-02-24T12:02:11.926,2023-02-24T12:07:11.926,2023-02-24T12:02:11.926
183,Clerk-000008,Clerk,Check application form completeness,0,0.8,2023-02-24T11:30:00.000,2023-02-24T12:18:07.234,2023-02-24T11:30:00.000
183,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-02-24T12:18:07.234,2023-02-24T12:41:29.428,2023-02-24T12:18:07.234
180,Clerk-000006,Clerk,Reject application,0,0.17,2023-02-24T12:37:13.807,2023-02-24T12:47:13.807,2023-02-24T12:37:13.807
178,Clerk-000002,Clerk,Approve application,0,0.08,2023-02-24T12:45:49.198,2023-02-24T12:50:49.198,2023-02-24T12:45:49.198
184,Clerk-000005,Clerk,Check application form completeness,0,1.01,2023-02-24T12:00:00.000,2023-02-24T13:00:48.357,2023-02-24T12:00:00.000
181,Clerk-000007,Clerk,Approve application,0,0.08,2023-02-24T12:57:58.528,2023-02-24T13:02:58.528,2023-02-24T12:57:58.528
186,Clerk-000008,Clerk,Check application form completeness,0,0.06,2023-02-24T13:00:00.000,2023-02-24T13:03:35.259,2023-02-24T13:00:00.000
179,Clerk-000002,Clerk,Cancel application,0,0.08,2023-02-24T13:05:49.198,2023-02-24T13:10:49.198,2023-02-24T13:05:49.198
183,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-02-24T12:51:12.886,2023-02-24T13:11:12.886,2023-02-24T12:51:12.886
184,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-24T13:00:48.357,2023-02-24T13:11:46.410,2023-02-24T13:00:48.357
183,Loan Officer-000004,Loan Officer,Design loan offer,0,0.0,2023-02-24T13:11:12.886,2023-02-24T13:21:25.212,2023-02-24T13:11:12.886
183,Senior Officer-000001,Senior Officer,Approve loan offer,0,0.0,2023-02-24T13:21:25.212,2023-02-24T13:41:25.212,2023-02-24T13:21:25.212
187,Clerk-000005,Clerk,Check application form completeness,0,0.22,2023-02-24T13:30:00.000,2023-02-24T13:43:21.530,2023-02-24T13:30:00.000
185,Clerk-000001,Clerk,Check application form completeness,0,1.26,2023-02-24T12:30:00.000,2023-02-24T13:45:49.411,2023-02-24T12:30:00.000
182,Loan Officer-000001,Loan Officer,Assess loan risk,0,0.0,2023-02-24T13:26:07.102,2023-02-24T13:46:07.102,2023-02-24T13:26:07.102
186,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-02-24T13:03:35.259,2023-02-24T13:52:53.526,2023-02-24T13:03:35.259
184,Loan Officer-000002,Loan Officer,Assess loan risk,0,0.0,2023-02-24T13:50:17.658,2023-02-24T14:10:17.658,2023-02-24T13:50:17.658
185,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-02-24T13:52:53.526,2023-02-24T14:11:26.429,2023-02-24T13:45:49.411
186,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-02-24T13:52:53.526,2023-02-24T14:12:53.526,2023-02-24T13:52:53.526
186,Loan Officer-000004,Loan Officer,Design loan offer,0,0.0,2023-02-24T14:12:53.526,2023-02-24T14:20:56.821,2023-02-24T14:12:53.526
188,Clerk-000008,Clerk,Check application form completeness,0,0.66,2023-02-24T14:00:00.000,2023-02-24T14:39:48.007,2023-02-24T14:00:00.000
186,Senior Officer-000002,Senior Officer,Approve loan offer,0,0.0,2023-02-24T14:20:56.821,2023-02-24T14:40:56.821,2023-02-24T14:20:56.821
183,Clerk-000003,Clerk,Approve application,0,0.08,2023-02-24T14:41:25.212,2023-02-24T14:46:25.212,2023-02-24T14:41:25.212
189,Clerk-000002,Clerk,Check application form completeness,0,0.31,2023-02-24T14:30:00.000,2023-02-24T14:48:37.206,2023-02-24T14:30:00.000
187,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-24T13:43:21.530,2023-02-24T14:53:05.520,2023-02-24T13:43:21.530
189,Clerk-000001,Clerk,Return application back to applicant,0,0.08,2023-02-24T14:48:37.206,2023-02-24T14:53:37.206,2023-02-24T14:48:37.206
182,Clerk-000005,Clerk,Reject application,0,0.17,2023-02-24T14:46:07.102,2023-02-24T14:56:07.102,2023-02-24T14:46:07.102
190,Clerk-000004,Clerk,Check application form completeness,0,0.05,2023-02-27T07:00:00.000,2023-02-27T07:02:48.971,2023-02-24T15:00:00.000
186,Clerk-000003,Clerk,Cancel application,0,0.08,2023-02-27T07:00:00.000,2023-02-27T07:05:00.000,2023-02-24T15:40:56.821
184,Clerk-000008,Clerk,Reject application,0,0.17,2023-02-27T07:00:00.000,2023-02-27T07:10:00.000,2023-02-24T15:10:17.658
187,Loan Officer-000001,Loan Officer,Assess loan risk,0,0.0,2023-02-24T14:53:05.520,2023-02-27T07:13:05.520,2023-02-24T14:53:05.520
187,Loan Officer-000002,Loan Officer,Design loan offer,0,0.0,2023-02-27T07:13:05.520,2023-02-27T07:21:23.435,2023-02-27T07:13:05.520
190,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-27T07:02:48.971,2023-02-27T07:40:47.270,2023-02-27T07:02:48.971
187,Senior Officer-000001,Senior Officer,Approve loan offer,0,0.0,2023-02-27T07:21:23.435,2023-02-27T07:41:23.435,2023-02-27T07:21:23.435
185,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-02-27T07:28:05.196,2023-02-27T07:48:05.196,2023-02-27T07:28:05.196
189,Applicant-000001,Applicant,Applicant completes form,0,0.0,2023-02-24T14:53:37.206,2023-02-27T07:53:37.206,2023-02-24T14:53:37.206
185,Loan Officer-000004,Loan Officer,Design loan offer,0,0.0,2023-02-27T07:48:05.196,2023-02-27T07:55:04.682,2023-02-27T07:48:05.196
189,Clerk-000001,Clerk,Check application form completeness,0,0.06,2023-02-27T07:53:37.206,2023-02-27T07:57:15.906,2023-02-27T07:53:37.206
188,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-02-24T14:39:48.007,2023-02-27T08:04:34.761,2023-02-24T14:39:48.007
190,Loan Officer-000001,Loan Officer,Assess loan risk,0,0.0,2023-02-27T07:50:54.727,2023-02-27T08:10:54.727,2023-02-27T07:50:54.727
189,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-27T07:57:15.906,2023-02-27T08:11:26.909,2023-02-27T07:57:15.906
185,Senior Officer-000002,Senior Officer,Approve loan offer,0,0.0,2023-02-27T07:55:04.682,2023-02-27T08:15:04.682,2023-02-27T07:55:04.682
191,Clerk-000007,Clerk,Check application form completeness,0,0.83,2023-02-27T07:30:00.000,2023-02-27T08:19:35.692,2023-02-27T07:30:00.000
188,Loan Officer-000002,Loan Officer,Assess loan risk,0,0.0,2023-02-27T08:04:34.761,2023-02-27T08:24:34.761,2023-02-27T08:04:34.761
188,Loan Officer-000003,Loan Officer,Design loan offer,0,0.0,2023-02-27T08:24:34.761,2023-02-27T08:26:46.635,2023-02-27T08:24:34.761
192,Clerk-000004,Clerk,Check application form completeness,0,0.77,2023-02-27T08:00:00.000,2023-02-27T08:46:11.447,2023-02-27T08:00:00.000
187,Clerk-000006,Clerk,Cancel application,0,0.08,2023-02-27T08:41:23.435,2023-02-27T08:46:23.435,2023-02-27T08:41:23.435
188,Senior Officer-000001,Senior Officer,Approve loan offer,0,0.0,2023-02-27T08:26:46.635,2023-02-27T08:46:46.635,2023-02-27T08:26:46.635
193,Clerk-000008,Clerk,Check application form completeness,0,0.37,2023-02-27T08:30:00.000,2023-02-27T08:51:59.516,2023-02-27T08:30:00.000
191,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-02-27T08:19:35.692,2023-02-27T08:52:38.978,2023-02-27T08:19:35.692
192,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-27T08:46:11.447,2023-02-27T09:06:04.655,2023-02-27T08:46:11.447
191,Loan Officer-000004,Loan Officer,Assess loan risk,0,0.0,2023-02-27T08:56:03.345,2023-02-27T09:16:03.345,2023-02-27T08:56:03.345
193,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-02-27T08:52:38.978,2023-02-27T09:18:12.206,2023-02-27T08:51:59.516
185,Clerk-000004,Clerk,Cancel application,0,0.08,2023-02-27T09:15:04.682,2023-02-27T09:20:04.682,2023-02-27T09:15:04.682
190,Clerk-000007,Clerk,Reject application,0,0.17,2023-02-27T09:10:54.727,2023-02-27T09:20:54.727,2023-02-27T09:10:54.727
195,Clerk-000006,Clerk,Check application form completeness,0,0.11,2023-02-27T09:30:00.000,2023-02-27T09:36:39.339,2023-02-27T09:30:00.000
191,Loan Officer-000001,Loan Officer,Design loan offer,0,0.0,2023-02-27T09:16:03.345,2023-02-27T09:38:44.083,2023-02-27T09:16:03.345
192,Loan Officer-000002,Loan Officer,Assess loan risk,0,0.0,2023-02-27T09:22:23.209,2023-02-27T09:42:23.209,2023-02-27T09:22:23.209
192,Loan Officer-000001,Loan Officer,Design loan offer,0,0.0,2023-02-27T09:42:23.209,2023-02-27T09:48:23.088,2023-02-27T09:42:23.209
194,Clerk-000005,Clerk,Check application form completeness,0,0.84,2023-02-27T09:00:00.000,2023-02-27T09:50:17.846,2023-02-27T09:00:00.000
188,Clerk-000003,Clerk,Cancel application,0,0.08,2023-02-27T09:46:46.635,2023-02-27T09:51:46.635,2023-02-27T09:46:46.635
189,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-02-27T09:33:04.382,2023-02-27T09:53:04.382,2023-02-27T09:33:04.382
193,Loan Officer-000004,Loan Officer,Assess loan risk,0,0.0,2023-02-27T09:33:18.404,2023-02-27T09:53:18.404,2023-02-27T09:33:18.404
191,Senior Officer-000002,Senior Officer,Approve loan offer,0,0.0,2023-02-27T09:38:44.083,2023-02-27T09:58:44.083,2023-02-27T09:38:44.083
192,Senior Officer-000001,Senior Officer,Approve loan offer,0,0.0,2023-02-27T09:48:23.088,2023-02-27T10:08:23.088,2023-02-27T09:48:23.088
189,Loan Officer-000002,Loan Officer,Design loan offer,0,0.0,2023-02-27T09:53:04.382,2023-02-27T10:09:23.944,2023-02-27T09:53:04.382
196,Clerk-000004,Clerk,Check application form completeness,0,0.23,2023-02-27T10:00:00.000,2023-02-27T10:13:46.218,2023-02-27T10:00:00.000
193,Loan Officer-000001,Loan Officer,Design loan offer,0,0.0,2023-02-27T09:53:18.404,2023-02-27T10:27:55.204,2023-02-27T09:53:18.404
189,Senior Officer-000002,Senior Officer,Approve loan offer,0,0.0,2023-02-27T10:09:23.944,2023-02-27T10:29:23.944,2023-02-27T10:09:23.944
197,Clerk-000002,Clerk,Check application form completeness,0,0.21,2023-02-27T10:30:00.000,2023-02-27T10:42:32.451,2023-02-27T10:30:00.000
193,Senior Officer-000001,Senior Officer,Approve loan offer,0,0.0,2023-02-27T10:27:55.204,2023-02-27T10:47:55.204,2023-02-27T10:27:55.204
191,Clerk-000005,Clerk,Approve application,0,0.08,2023-02-27T10:58:44.083,2023-02-27T11:03:44.083,2023-02-27T10:58:44.083
195,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-27T09:36:39.339,2023-02-27T11:09:40.791,2023-02-27T09:36:39.339
192,Clerk-000003,Clerk,Cancel application,0,0.08,2023-02-27T11:08:23.088,2023-02-27T11:13:23.088,2023-02-27T11:08:23.088
196,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-27T11:09:40.791,2023-02-27T11:15:45.155,2023-02-27T10:13:46.218
195,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-02-27T11:09:40.791,2023-02-27T11:29:40.791,2023-02-27T11:09:40.791
198,Clerk-000001,Clerk,Check application form completeness,0,0.52,2023-02-27T11:00:00.000,2023-02-27T11:31:21.542,2023-02-27T11:00:00.000
189,Clerk-000004,Clerk,Cancel application,0,0.08,2023-02-27T11:29:23.944,2023-02-27T11:34:23.944,2023-02-27T11:29:23.944
196,Loan Officer-000004,Loan Officer,Assess loan risk,0,0.0,2023-02-27T11:15:45.155,2023-02-27T11:35:45.155,2023-02-27T11:15:45.155
196,Loan Officer-000002,Loan Officer,Design loan offer,0,0.0,2023-02-27T11:35:45.155,2023-02-27T11:35:57.532,2023-02-27T11:35:45.155
198,Clerk-000002,Clerk,Return application back to applicant,0,0.08,2023-02-27T11:31:21.542,2023-02-27T11:36:21.542,2023-02-27T11:31:21.542
194,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-02-27T09:50:17.846,2023-02-27T11:52:19.192,2023-02-27T09:50:17.846
193,Clerk-000007,Clerk,Approve application,0,0.08,2023-02-27T11:47:55.204,2023-02-27T11:52:55.204,2023-02-27T11:47:55.204
196,Senior Officer-000002,Senior Officer,Approve loan offer,0,0.0,2023-02-27T11:35:57.532,2023-02-27T11:55:57.532,2023-02-27T11:35:57.532
200,Clerk-000005,Clerk,Check application form completeness,0,0.05,2023-02-27T12:00:00.000,2023-02-27T12:03:08.524,2023-02-27T12:00:00.000
194,Loan Officer-000001,Loan Officer,Assess loan risk,0,0.0,2023-02-27T11:52:19.192,2023-02-27T12:12:19.192,2023-02-27T11:52:19.192
194,Loan Officer-000003,Loan Officer,Design loan offer,0,0.0,2023-02-27T12:12:19.192,2023-02-27T12:12:49.624,2023-02-27T12:12:19.192
194,Senior Officer-000001,Senior Officer,Approve loan offer,0,0.0,2023-02-27T12:12:49.624,2023-02-27T12:32:49.624,2023-02-27T12:12:49.624
198,Applicant-000001,Applicant,Applicant completes form,0,0.0,2023-02-27T11:36:21.542,2023-02-27T12:36:21.542,2023-02-27T11:36:21.542
199,Clerk-000008,Clerk,Check application form completeness,0,1.13,2023-02-27T11:30:00.000,2023-02-27T12:37:35.684,2023-02-27T11:30:00.000
201,Clerk-000001,Clerk,Check application form completeness,0,0.15,2023-02-27T12:30:00.000,2023-02-27T12:38:45.406,2023-02-27T12:30:00.000
195,Clerk-000006,Clerk,Reject application,0,0.17,2023-02-27T12:29:40.791,2023-02-27T12:39:40.791,2023-02-27T12:29:40.791
197,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-27T11:15:45.155,2023-02-27T12:54:45.223,2023-02-27T10:42:32.451
198,Clerk-000004,Clerk,Check application form completeness,0,0.39,2023-02-27T12:36:21.542,2023-02-27T12:59:42.429,2023-02-27T12:36:21.542
196,Clerk-000005,Clerk,Cancel application,0,0.08,2023-02-27T12:55:57.532,2023-02-27T13:00:57.532,2023-02-27T12:55:57.532
200,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-02-27T12:03:08.524,2023-02-27T13:08:16.830,2023-02-27T12:03:08.524
197,Loan Officer-000004,Loan Officer,Assess loan risk,0,0.0,2023-02-27T12:54:45.223,2023-02-27T13:14:45.223,2023-02-27T12:54:45.223
197,Loan Officer-000001,Loan Officer,Design loan offer,0,0.0,2023-02-27T13:14:45.223,2023-02-27T13:14:55.937,2023-02-27T13:14:45.223
199,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-27T12:54:45.223,2023-02-27T13:24:39.342,2023-02-27T12:37:35.684
202,Clerk-000008,Clerk,Check application form completeness,0,0.42,2023-02-27T13:00:00.000,2023-02-27T13:25:05.437,2023-02-27T13:00:00.000
200,Loan Officer-000002,Loan Officer,Assess loan risk,0,0.0,2023-02-27T13:08:16.830,2023-02-27T13:28:16.830,2023-02-27T13:08:16.830
200,Loan Officer-000003,Loan Officer,Design loan offer,0,0.0,2023-02-27T13:28:16.830,2023-02-27T13:28:48.237,2023-02-27T13:28:16.830
202,Clerk-000001,Clerk,Return application back to applicant,0,0.08,2023-02-27T13:25:05.437,2023-02-27T13:30:05.437,2023-02-27T13:25:05.437
197,Senior Officer-000002,Senior Officer,Approve loan offer,0,0.0,2023-02-27T13:14:55.937,2023-02-27T13:34:55.937,2023-02-27T13:14:55.937
194,Clerk-000007,Clerk,Approve application,0,0.08,2023-02-27T13:32:49.624,2023-02-27T13:37:49.624,2023-02-27T13:32:49.624
203,Clerk-000006,Clerk,Check application form completeness,0,0.19,2023-02-27T13:30:00.000,2023-02-27T13:41:34.427,2023-02-27T13:30:00.000
201,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-27T13:24:39.342,2023-02-27T13:48:01.601,2023-02-27T12:38:45.406
200,Senior Officer-000001,Senior Officer,Approve loan offer,0,0.0,2023-02-27T13:28:48.237,2023-02-27T13:48:48.237,2023-02-27T13:28:48.237
201,Loan Officer-000004,Loan Officer,Assess loan risk,0,0.0,2023-02-27T13:48:01.601,2023-02-27T14:08:01.601,2023-02-27T13:48:01.601
204,Clerk-000005,Clerk,Check application form completeness,0,0.18,2023-02-27T14:00:00.000,2023-02-27T14:11:04.342,2023-02-27T14:00:00.000
198,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-02-27T13:08:16.830,2023-02-27T14:11:47.275,2023-02-27T12:59:42.429
201,Loan Officer-000001,Loan Officer,Design loan offer,0,0.0,2023-02-27T14:08:01.601,2023-02-27T14:14:44.874,2023-02-27T14:08:01.601
203,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-27T13:48:01.601,2023-02-27T14:23:14.854,2023-02-27T13:41:34.427
199,Loan Officer-000002,Loan Officer,Assess loan risk,0,0.0,2023-02-27T14:09:00.843,2023-02-27T14:29:00.843,2023-02-27T14:09:00.843
202,Applicant-000001,Applicant,Applicant completes form,0,0.0,2023-02-27T13:30:05.437,2023-02-27T14:30:05.437,2023-02-27T13:30:05.437
205,Clerk-000001,Clerk,Check application form completeness,0,0.03,2023-02-27T14:30:00.000,2023-02-27T14:31:44.256,2023-02-27T14:30:00.000
198,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-02-27T14:11:47.275,2023-02-27T14:31:47.275,2023-02-27T14:11:47.275
198,Loan Officer-000001,Loan Officer,Design loan offer,0,0.0,2023-02-27T14:31:47.275,2023-02-27T14:34:14.067,2023-02-27T14:31:47.275
201,Senior Officer-000002,Senior Officer,Approve loan offer,0,0.0,2023-02-27T14:14:44.874,2023-02-27T14:34:44.874,2023-02-27T14:14:44.874
197,Clerk-000006,Clerk,Approve application,0,0.08,2023-02-27T14:34:55.937,2023-02-27T14:39:55.937,2023-02-27T14:34:55.937
203,Loan Officer-000004,Loan Officer,Assess loan risk,0,0.0,2023-02-27T14:23:14.854,2023-02-27T14:43:14.854,2023-02-27T14:23:14.854
203,Loan Officer-000002,Loan Officer,Design loan offer,0,0.0,2023-02-27T14:43:14.854,2023-02-27T14:46:36.327,2023-02-27T14:43:14.854
202,Clerk-000003,Clerk,Check application form completeness,0,0.31,2023-02-27T14:30:05.437,2023-02-27T14:48:37.389,2023-02-27T14:30:05.437
202,Clerk-000004,Clerk,Return application back to applicant,0,0.08,2023-02-27T14:48:37.389,2023-02-27T14:53:37.389,2023-02-27T14:48:37.389
200,Clerk-000002,Clerk,Cancel application,0,0.08,2023-02-27T14:48:48.237,2023-02-27T14:53:48.237,2023-02-27T14:48:48.237
198,Senior Officer-000001,Senior Officer,Approve loan offer,0,0.0,2023-02-27T14:34:14.067,2023-02-27T14:54:14.067,2023-02-27T14:34:14.067
205,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-27T14:31:44.256,2023-02-27T14:56:40.456,2023-02-27T14:31:44.256
206,Clerk-000005,Clerk,Check application form completeness,0,0.01,2023-02-28T07:00:00.000,2023-02-28T07:00:28.149,2023-02-27T15:00:00.000
201,Clerk-000006,Clerk,Cancel application,0,0.08,2023-02-28T07:00:00.000,2023-02-28T07:05:00.000,2023-02-27T15:34:44.874
198,Clerk-000003,Clerk,Cancel application,0,0.08,2023-02-28T07:00:00.000,2023-02-28T07:05:00.000,2023-02-27T15:54:14.067
203,Senior Officer-000002,Senior Officer,Approve loan offer,0,0.0,2023-02-27T14:46:36.327,2023-02-28T07:06:36.327,2023-02-27T14:46:36.327
199,Clerk-000001,Clerk,Reject application,0,0.17,2023-02-28T07:00:00.000,2023-02-28T07:10:00.000,2023-02-27T15:29:00.843
206,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-28T07:00:28.149,2023-02-28T07:34:31.718,2023-02-28T07:00:28.149
204,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-02-27T14:11:47.275,2023-02-28T07:42:10.552,2023-02-27T14:11:04.342
202,Applicant-000001,Applicant,Applicant completes form,0,0.0,2023-02-27T14:53:37.389,2023-02-28T07:53:37.389,2023-02-27T14:53:37.389
206,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-02-28T07:34:31.718,2023-02-28T07:54:31.718,2023-02-28T07:34:31.718
207,Clerk-000002,Clerk,Check application form completeness,0,0.49,2023-02-28T07:30:00.000,2023-02-28T07:59:14.211,2023-02-28T07:30:00.000
204,Loan Officer-000001,Loan Officer,Assess loan risk,0,0.0,2023-02-28T07:42:10.552,2023-02-28T08:02:10.552,2023-02-28T07:42:10.552
207,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-28T07:59:14.211,2023-02-28T08:04:31.229,2023-02-28T07:59:14.211
203,Clerk-000003,Clerk,Cancel application,0,0.08,2023-02-28T08:06:36.327,2023-02-28T08:11:36.327,2023-02-28T08:06:36.327
206,Loan Officer-000004,Loan Officer,Design loan offer,0,0.0,2023-02-28T07:54:31.718,2023-02-28T08:19:26.541,2023-02-28T07:54:31.718
202,Clerk-000005,Clerk,Check application form completeness,0,0.44,2023-02-28T07:53:37.389,2023-02-28T08:19:52.415,2023-02-28T07:53:37.389
202,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-02-28T08:19:52.415,2023-02-28T08:24:18.136,2023-02-28T08:19:52.415
205,Loan Officer-000002,Loan Officer,Assess loan risk,0,0.0,2023-02-28T08:05:52.214,2023-02-28T08:25:52.214,2023-02-28T08:05:52.214
206,Senior Officer-000001,Senior Officer,Approve loan offer,0,0.0,2023-02-28T08:19:26.541,2023-02-28T08:39:26.541,2023-02-28T08:19:26.541
208,Clerk-000006,Clerk,Check application form completeness,0,0.69,2023-02-28T08:00:00.000,2023-02-28T08:41:07.989,2023-02-28T08:00:00.000
209,Clerk-000001,Clerk,Check application form completeness,0,0.55,2023-02-28T08:30:00.000,2023-02-28T09:02:43.686,2023-02-28T08:30:00.000
209,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-02-28T09:02:43.686,2023-02-28T09:08:10.743,2023-02-28T09:02:43.686
207,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-02-28T08:48:42.303,2023-02-28T09:08:42.303,2023-02-28T08:48:42.303
202,Loan Officer-000001,Loan Officer,Assess loan risk,0,0.0,2023-02-28T08:50:28.733,2023-02-28T09:10:28.733,2023-02-28T08:50:28.733
