case_id,activity,resource,start_time,end_time
Case-80,Finalize Document,Bot_C,2025-06-10 21:20:56,2025-06-10 21:35:56
Case-81,Review Document,Bot_C,2025-05-31 20:04:26,2025-05-31 20:54:26
Case-81,Verify Sources,Manager_D,2025-05-31 20:54:54,2025-05-31 21:45:54
Case-81,Check for Plagiarism,Manager_D,2025-05-31 20:55:01,2025-05-31 21:31:01
Case-81,Finalize Document,Editor_A,2025-05-31 21:46:54,2025-05-31 21:59:54
Case-82,Review Document,Manager_D,2025-06-06 20:05:26,2025-06-06 20:45:26
Case-82,Check for Plagiarism,Editor_A,2025-06-06 20:46:12,2025-06-06 21:59:12
Case-82,Consult Legal Team,Manager_D,2025-06-06 20:46:23,2025-06-06 21:17:23
Case-82,Verify Sources,Bot_C,2025-06-06 20:46:24,2025-06-06 21:17:24
Case-82,Finalize Document,Manager_D,2025-06-06 22:06:12,2025-06-06 22:26:12
Case-83,Review Document,Bot_C,2025-05-29 20:03:26,2025-05-29 20:40:26
Case-83,Verify Sources,Editor_A,2025-05-29 20:40:59,2025-05-29 21:20:59
Case-83,Check for Plagiarism,Editor_A,2025-05-29 20:41:02,2025-05-29 21:47:02
Case-83,Consult Legal Team,Legal_B,2025-05-29 20:41:14,2025-05-29 21:52:14
Case-83,Finalize Document,Bot_C,2025-05-29 22:00:14,2025-05-29 22:16:14
Case-84,Review Document,Legal_B,2025-06-12 20:02:26,2025-06-12 20:33:26
Case-84,Consult Legal Team,Bot_C,2025-06-12 20:33:59,2025-06-12 21:38:59
Case-84,Check for Plagiarism,Editor_A,2025-06-12 20:34:05,2025-06-12 21:31:05
Case-84,Finalize Document,Bot_C,2025-06-12 21:42:59,2025-06-12 22:01:59
Case-85,Review Document,Editor_A,2025-06-12 20:04:26,2025-06-12 20:52:26
Case-85,Consult Legal Team,Bot_C,2025-06-12 20:53:17,2025-06-12 21:40:17
Case-85,Check for Plagiarism,Bot_C,2025-06-12 20:53:26,2025-06-12 21:29:26
Case-85,Finalize Document,Manager_D,2025-06-12 21:43:17,2025-06-12 21:54:17
Case-86,Review Document,Manager_D,2025-06-09 20:05:26,2025-06-09 20:27:26
Case-86,Verify Sources,Legal_B,2025-06-09 20:28:09,2025-06-09 20:44:09
Case-86,Finalize Document,Legal_B,2025-06-09 20:54:09,2025-06-09 21:06:09
Case-87,Review Document,Legal_B,2025-06-05 20:02:26,2025-06-05 20:50:26
Case-87,Consult Legal Team,Bot_C,2025-06-05 20:50:36,2025-06-05 21:11:36
Case-87,Check for Plagiarism,Editor_A,2025-06-05 20:50:54,2025-06-05 21:59:54
Case-87,Verify Sources,Legal_B,2025-06-05 20:50:58,2025-06-05 21:36:58
Case-87,Finalize Document,Legal_B,2025-06-05 22:08:54,2025-06-05 22:19:54
Case-88,Review Document,Bot_C,2025-06-19 20:02:26,2025-06-19 20:15:26
Case-88,Check for Plagiarism,Bot_C,2025-06-19 20:15:45,2025-06-19 21:17:45
Case-88,Verify Sources,Editor_A,2025-06-19 20:16:19,2025-06-19 20:44:19
Case-88,Consult Legal Team,Legal_B,2025-06-19 20:16:21,2025-06-19 21:04:21
Case-88,Finalize Document,Legal_B,2025-06-19 21:19:45,2025-06-19 21:30:45
Case-89,Review Document,Legal_B,2025-06-03 20:08:26,2025-06-03 20:49:26
Case-89,Verify Sources,Editor_A,2025-06-03 20:49:41,2025-06-03 21:49:41
Case-89,Finalize Document,Legal_B,2025-06-03 21:51:41,2025-06-03 21:59:41
Case-9,Review Document,Bot_C,2025-06-22 20:03:26,2025-06-22 20:29:26
Case-9,Check for Plagiarism,Legal_B,2025-06-22 20:30:20,2025-06-22 20:47:20
Case-9,Finalize Document,Bot_C,2025-06-22 20:54:20,2025-06-22 21:11:20
Case-90,Review Document,Bot_C,2025-06-02 20:06:26,2025-06-02 20:58:26
Case-90,Verify Sources,Legal_B,2025-06-02 20:58:59,2025-06-02 21:58:59
Case-90,Check for Plagiarism,Bot_C,2025-06-02 20:59:15,2025-06-02 22:09:15
Case-90,Finalize Document,Bot_C,2025-06-02 22:16:15,2025-06-02 22:27:15
Case-91,Review Document,Manager_D,2025-06-19 20:07:26,2025-06-19 20:36:26
Case-91,Verify Sources,Bot_C,2025-06-19 20:37:02,2025-06-19 21:17:02
Case-91,Finalize Document,Legal_B,2025-06-19 21:19:02,2025-06-19 21:31:02
Case-92,Review Document,Legal_B,2025-06-06 20:05:26,2025-06-06 20:16:26
Case-92,Consult Legal Team,Bot_C,2025-06-06 20:16:39,2025-06-06 21:02:39
Case-92,Verify Sources,Editor_A,2025-06-06 20:16:52,2025-06-06 20:37:52
Case-92,Check for Plagiarism,Manager_D,2025-06-06 20:16:59,2025-06-06 21:19:59
Case-92,Finalize Document,Editor_A,2025-06-06 21:27:59,2025-06-06 21:37:59
Case-93,Review Document,Manager_D,2025-06-17 20:02:26,2025-06-17 20:18:26
Case-93,Check for Plagiarism,Legal_B,2025-06-17 20:18:54,2025-06-17 21:14:54
Case-93,Verify Sources,Editor_A,2025-06-17 20:18:57,2025-06-17 20:46:57
Case-93,Consult Legal Team,Bot_C,2025-06-17 20:19:14,2025-06-17 21:02:14
Case-93,Finalize Document,Legal_B,2025-06-17 21:24:54,2025-06-17 21:42:54
Case-94,Review Document,Manager_D,2025-06-04 20:05:26,2025-06-04 20:18:26
Case-94,Check for Plagiarism,Manager_D,2025-06-04 20:18:57,2025-06-04 20:33:57
Case-94,Verify Sources,Manager_D,2025-06-04 20:19:03,2025-06-04 20:35:03
Case-94,Consult Legal Team,Manager_D,2025-06-04 20:19:21,2025-06-04 21:31:21
Case-94,Finalize Document,Manager_D,2025-06-04 21:40:21,2025-06-04 21:58:21
Case-95,Review Document,Bot_C,2025-06-10 20:10:26,2025-06-10 20:32:26
Case-95,Verify Sources,Bot_C,2025-06-10 20:32:52,2025-06-10 20:56:52
Case-95,Finalize Document,Bot_C,2025-06-10 21:04:52,2025-06-10 21:12:52
Case-96,Review Document,Bot_C,2025-05-30 20:10:26,2025-05-30 20:48:26
Case-96,Check for Plagiarism,Editor_A,2025-05-30 20:48:34,2025-05-30 21:57:34
Case-96,Verify Sources,Bot_C,2025-05-30 20:49:19,2025-05-30 21:57:19
Case-96,Finalize Document,Legal_B,2025-05-30 22:01:34,2025-05-30 22:06:34
Case-97,Review Document,Legal_B,2025-05-31 20:03:26,2025-05-31 20:16:26
Case-97,Consult Legal Team,Manager_D,2025-05-31 20:16:46,2025-05-31 20:45:46
Case-97,Check for Plagiarism,Bot_C,2025-05-31 20:17:15,2025-05-31 20:32:15
Case-97,Finalize Document,Manager_D,2025-05-31 20:49:46,2025-05-31 20:54:46
Case-98,Review Document,Bot_C,2025-06-04 20:03:26,2025-06-04 20:14:26
Case-98,Consult Legal Team,Legal_B,2025-06-04 20:14:58,2025-06-04 21:17:58
Case-98,Finalize Document,Legal_B,2025-06-04 21:25:58,2025-06-04 21:44:58
Case-99,Review Document,Manager_D,2025-06-11 20:04:26,2025-06-11 20:16:26
Case-99,Verify Sources,Legal_B,2025-06-11 20:16:49,2025-06-11 21:05:49
Case-99,Check for Plagiarism,Manager_D,2025-06-11 20:17:11,2025-06-11 20:43:11
Case-99,Consult Legal Team,Bot_C,2025-06-11 20:17:16,2025-06-11 21:29:16
Case-99,Finalize Document,Legal_B,2025-06-11 21:37:16,2025-06-11 21:46:16
