case_id,activity,resource,enabled_time,start_time,end_time
76,Approve Application,Bot_X,2025-06-07 19:18:35,2025-06-07 19:18:40,2025-06-07 19:19:30
77,Submit Application,Manager_Y,2025-06-10 19:15:16,2025-06-10 19:15:21,2025-06-10 19:15:57
77,Verify Documents,Officer_B,2025-06-10 19:16:57,2025-06-10 19:17:02,2025-06-10 19:17:13
77,Disburse Loan,Bot_X,2025-06-10 19:18:13,2025-06-10 19:18:18,2025-06-10 19:18:57
77,Reject Application,Manager_Y,2025-06-10 19:19:57,2025-06-10 19:20:02,2025-06-10 19:20:34
77,Check Credit Score,Bot_X,2025-06-10 19:21:34,2025-06-10 19:21:39,2025-06-10 19:21:58
78,Submit Application,Manager_Y,2025-06-17 19:15:16,2025-06-17 19:15:21,2025-06-17 19:16:20
78,Verify Documents,Manager_Y,2025-06-17 19:17:20,2025-06-17 19:17:25,2025-06-17 19:18:17
78,Disburse Loan,Manager_Y,2025-06-17 19:19:17,2025-06-17 19:19:22,2025-06-17 19:19:50
78,Notify Applicant,Officer_B,2025-06-17 19:20:50,2025-06-17 19:20:55,2025-06-17 19:21:38
78,Check Credit Score,Bot_X,2025-06-17 19:22:38,2025-06-17 19:22:43,2025-06-17 19:23:09
79,Submit Application,Bot_X,2025-06-08 19:15:16,2025-06-08 19:15:21,2025-06-08 19:16:21
79,Approve Application,Bot_X,2025-06-08 19:17:21,2025-06-08 19:17:26,2025-06-08 19:18:21
79,Verify Documents,Manager_Y,2025-06-08 19:19:21,2025-06-08 19:19:26,2025-06-08 19:20:01
79,Reject Application,Officer_B,2025-06-08 19:21:01,2025-06-08 19:21:06,2025-06-08 19:21:34
79,Disburse Loan,Bot_X,2025-06-08 19:22:34,2025-06-08 19:22:39,2025-06-08 19:23:26
80,Submit Application,Officer_B,2025-06-10 19:15:16,2025-06-10 19:15:21,2025-06-10 19:16:15
80,Check Credit Score,Officer_B,2025-06-10 19:17:15,2025-06-10 19:17:20,2025-06-10 19:18:20
80,Approve Application,Manager_Y,2025-06-10 19:19:20,2025-06-10 19:19:25,2025-06-10 19:20:09
80,Disburse Loan,Bot_X,2025-06-10 19:21:09,2025-06-10 19:21:14,2025-06-10 19:21:25
80,Verify Documents,Agent_A,2025-06-10 19:22:25,2025-06-10 19:22:30,2025-06-10 19:23:27
81,Submit Application,Officer_B,2025-06-06 19:15:16,2025-06-06 19:15:21,2025-06-06 19:15:57
81,Disburse Loan,Manager_Y,2025-06-06 19:16:57,2025-06-06 19:17:02,2025-06-06 19:17:59
81,Verify Documents,Manager_Y,2025-06-06 19:18:59,2025-06-06 19:19:04,2025-06-06 19:19:26
81,Check Credit Score,Manager_Y,2025-06-06 19:20:26,2025-06-06 19:20:31,2025-06-06 19:21:25
82,Submit Application,Manager_Y,2025-06-16 19:15:16,2025-06-16 19:15:21,2025-06-16 19:16:19
82,Notify Applicant,Officer_B,2025-06-16 19:17:19,2025-06-16 19:17:24,2025-06-16 19:17:40
82,Verify Documents,Bot_X,2025-06-16 19:18:40,2025-06-16 19:18:45,2025-06-16 19:18:55
82,Check Credit Score,Bot_X,2025-06-16 19:19:55,2025-06-16 19:20:00,2025-06-16 19:20:44
83,Submit Application,Manager_Y,2025-06-07 19:15:16,2025-06-07 19:15:21,2025-06-07 19:16:16
83,Approve Application,Agent_A,2025-06-07 19:17:16,2025-06-07 19:17:21,2025-06-07 19:17:52
83,Disburse Loan,Officer_B,2025-06-07 19:18:52,2025-06-07 19:18:57,2025-06-07 19:19:19
83,Verify Documents,Bot_X,2025-06-07 19:20:19,2025-06-07 19:20:24,2025-06-07 19:21:04
83,Notify Applicant,Agent_A,2025-06-07 19:22:04,2025-06-07 19:22:09,2025-06-07 19:22:46
84,Submit Application,Manager_Y,2025-05-23 19:15:16,2025-05-23 19:15:21,2025-05-23 19:16:07
84,Reject Application,Bot_X,2025-05-23 19:17:07,2025-05-23 19:17:12,2025-05-23 19:17:51
84,Disburse Loan,Bot_X,2025-05-23 19:18:51,2025-05-23 19:18:56,2025-05-23 19:19:08
84,Verify Documents,Officer_B,2025-05-23 19:20:08,2025-05-23 19:20:13,2025-05-23 19:20:39
85,Submit Application,Agent_A,2025-06-17 19:15:16,2025-06-17 19:15:21,2025-06-17 19:15:46
85,Check Credit Score,Agent_A,2025-06-17 19:16:46,2025-06-17 19:16:51,2025-06-17 19:17:16
85,Approve Application,Manager_Y,2025-06-17 19:18:16,2025-06-17 19:18:21,2025-06-17 19:19:06
85,Disburse Loan,Agent_A,2025-06-17 19:20:06,2025-06-17 19:20:11,2025-06-17 19:20:24
85,Notify Applicant,Bot_X,2025-06-17 19:21:24,2025-06-17 19:21:29,2025-06-17 19:22:06
86,Submit Application,Manager_Y,2025-06-10 19:15:16,2025-06-10 19:15:21,2025-06-10 19:15:52
86,Notify Applicant,Agent_A,2025-06-10 19:16:52,2025-06-10 19:16:57,2025-06-10 19:17:36
86,Verify Documents,Agent_A,2025-06-10 19:18:36,2025-06-10 19:18:41,2025-06-10 19:19:34
87,Submit Application,Officer_B,2025-05-26 19:15:16,2025-05-26 19:15:21,2025-05-26 19:16:01
87,Reject Application,Bot_X,2025-05-26 19:17:01,2025-05-26 19:17:06,2025-05-26 19:17:38
88,Submit Application,Manager_Y,2025-06-08 19:15:16,2025-06-08 19:15:21,2025-06-08 19:15:39
88,Reject Application,Officer_B,2025-06-08 19:16:39,2025-06-08 19:16:44,2025-06-08 19:17:00
88,Disburse Loan,Manager_Y,2025-06-08 19:18:00,2025-06-08 19:18:05,2025-06-08 19:18:29
88,Notify Applicant,Manager_Y,2025-06-08 19:19:29,2025-06-08 19:19:34,2025-06-08 19:20:19
89,Submit Application,Agent_A,2025-06-09 19:15:16,2025-06-09 19:15:21,2025-06-09 19:15:38
89,Reject Application,Bot_X,2025-06-09 19:16:38,2025-06-09 19:16:43,2025-06-09 19:17:02
89,Check Credit Score,Agent_A,2025-06-09 19:18:02,2025-06-09 19:18:07,2025-06-09 19:18:27
89,Disburse Loan,Manager_Y,2025-06-09 19:19:27,2025-06-09 19:19:32,2025-06-09 19:20:26
90,Submit Application,Manager_Y,2025-05-31 19:15:16,2025-05-31 19:15:21,2025-05-31 19:16:11
90,Verify Documents,Manager_Y,2025-05-31 19:17:11,2025-05-31 19:17:16,2025-05-31 19:18:00
90,Check Credit Score,Agent_A,2025-05-31 19:19:00,2025-05-31 19:19:05,2025-05-31 19:19:58
90,Approve Application,Manager_Y,2025-05-31 19:20:58,2025-05-31 19:21:03,2025-05-31 19:22:01
90,Disburse Loan,Bot_X,2025-05-31 19:23:01,2025-05-31 19:23:06,2025-05-31 19:23:27
91,Submit Application,Officer_B,2025-06-12 19:15:16,2025-06-12 19:15:21,2025-06-12 19:15:58
91,Reject Application,Agent_A,2025-06-12 19:16:58,2025-06-12 19:17:03,2025-06-12 19:17:28
91,Notify Applicant,Manager_Y,2025-06-12 19:18:28,2025-06-12 19:18:33,2025-06-12 19:18:50
91,Check Credit Score,Manager_Y,2025-06-12 19:19:50,2025-06-12 19:19:55,2025-06-12 19:20:34
91,Approve Application,Officer_B,2025-06-12 19:21:34,2025-06-12 19:21:39,2025-06-12 19:22:22
92,Submit Application,Bot_X,2025-06-03 19:15:16,2025-06-03 19:15:21,2025-06-03 19:15:35
92,Disburse Loan,Manager_Y,2025-06-03 19:16:35,2025-06-03 19:16:40,2025-06-03 19:16:57
93,Submit Application,Bot_X,2025-05-21 19:15:16,2025-05-21 19:15:21,2025-05-21 19:16:01
93,Verify Documents,Officer_B,2025-05-21 19:17:01,2025-05-21 19:17:06,2025-05-21 19:17:22
93,Check Credit Score,Bot_X,2025-05-21 19:18:22,2025-05-21 19:18:27,2025-05-21 19:18:56
94,Submit Application,Manager_Y,2025-05-21 19:15:16,2025-05-21 19:15:21,2025-05-21 19:16:01
94,Notify Applicant,Officer_B,2025-05-21 19:17:01,2025-05-21 19:17:06,2025-05-21 19:17:18
94,Verify Documents,Agent_A,2025-05-21 19:18:18,2025-05-21 19:18:23,2025-05-21 19:19:23
94,Approve Application,Manager_Y,2025-05-21 19:20:23,2025-05-21 19:20:28,2025-05-21 19:21:18
94,Reject Application,Agent_A,2025-05-21 19:22:18,2025-05-21 19:22:23,2025-05-21 19:22:45
95,Submit Application,Bot_X,2025-05-24 19:15:16,2025-05-24 19:15:21,2025-05-24 19:16:21
95,Disburse Loan,Officer_B,2025-05-24 19:17:21,2025-05-24 19:17:26,2025-05-24 19:17:44
96,Submit Application,Manager_Y,2025-06-03 19:15:16,2025-06-03 19:15:21,2025-06-03 19:15:59
96,Verify Documents,Officer_B,2025-06-03 19:16:59,2025-06-03 19:17:04,2025-06-03 19:17:38
96,Disburse Loan,Agent_A,2025-06-03 19:18:38,2025-06-03 19:18:43,2025-06-03 19:19:04
96,Reject Application,Officer_B,2025-06-03 19:20:04,2025-06-03 19:20:09,2025-06-03 19:20:34
97,Submit Application,Manager_Y,2025-06-02 19:15:16,2025-06-02 19:15:21,2025-06-02 19:15:47
97,Disburse Loan,Manager_Y,2025-06-02 19:16:47,2025-06-02 19:16:52,2025-06-02 19:17:25
97,Check Credit Score,Officer_B,2025-06-02 19:18:25,2025-06-02 19:18:30,2025-06-02 19:19:16
97,Reject Application,Agent_A,2025-06-02 19:20:16,2025-06-02 19:20:21,2025-06-02 19:20:32
97,Notify Applicant,Bot_X,2025-06-02 19:21:32,2025-06-02 19:21:37,2025-06-02 19:22:06
98,Submit Application,Manager_Y,2025-06-02 19:15:16,2025-06-02 19:15:21,2025-06-02 19:16:06
98,Notify Applicant,Manager_Y,2025-06-02 19:17:06,2025-06-02 19:17:11,2025-06-02 19:17:43
99,Submit Application,Officer_B,2025-06-03 19:15:16,2025-06-03 19:15:21,2025-06-03 19:15:48
99,Disburse Loan,Manager_Y,2025-06-03 19:16:48,2025-06-03 19:16:53,2025-06-03 19:17:47
99,Approve Application,Agent_A,2025-06-03 19:18:47,2025-06-03 19:18:52,2025-06-03 19:19:47
99,Reject Application,Officer_B,2025-06-03 19:20:47,2025-06-03 19:20:52,2025-06-03 19:21:38
